category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Heat oil in a wok and scramble the beaten eggs until just cooked. Remove and set aside. In the same wok sauté garlic, carrots, and peas until tender. Add chilled rice and stir-fry over high heat. Mix in soy sauce, salt, and pepper. Return scrambled eggs to the wok and toss everything together before serving.']",['Nepali'],https://images.unsplash.com/photo-1547592180-85f173990554?w=800&q=80,"['3 cups cooked rice chilled', '3 eggs beaten', '1/2 cup carrots finely diced', '1/2 cup peas', '2 tablespoons oil', '2 cloves garlic minced', '2 tablespoons soy sauce', '1 teaspoon salt', '1/2 teaspoon black pepper']",15 minutes,Egg Fried Rice,4 servings,"Egg, Main Course"
,"['Season chicken lightly with salt and pepper. Heat oil in a wok and cook chicken pieces until golden and fully cooked. Add garlic, carrots, and cabbage and stir-fry over high heat. Add rice and mix thoroughly. Pour in soy sauce and seasonings. Toss continuously until the rice is evenly coated and hot. Garnish with spring onions.']",['Nepali'],https://images.unsplash.com/photo-1596797038530-2c107229654b?w=800&q=80,"['3 cups cooked rice', '1 cup boneless chicken breast diced', '1/2 cup carrots diced', '1/2 cup cabbage shredded', '2 tablespoons oil', '2 cloves garlic minced', '2 tablespoons soy sauce', '1 teaspoon salt', '1/2 teaspoon white pepper', '2 spring onions sliced']",20 minutes,Chicken Fried Rice,4 servings,"Non-Vegetarian, Main Course"
,"['Heat oil in a wok and sauté garlic until aromatic. Add all vegetables and stir-fry on high heat until slightly crunchy. Add cooked rice and mix carefully. Season with soy sauce, salt, and pepper. Continue stir-frying until all ingredients are heated through and evenly combined.']",['Nepali'],https://images.unsplash.com/photo-1455619452474-d2be8b1ae538?w=800&q=80,"['3 cups cooked rice', '1/2 cup carrots diced', '1/2 cup beans chopped', '1/2 cup cabbage shredded', '1/4 cup capsicum diced', '2 tablespoons oil', '2 cloves garlic minced', '2 tablespoons soy sauce', '1 teaspoon salt', '1/2 teaspoon pepper']",15 minutes,Vegetable Fried Rice,4 servings,"Vegetarian, Main Course"
,"['Cook eggs into soft scrambled pieces and set aside. In the same pan cook chicken until lightly browned. Add garlic and vegetables and stir-fry briefly. Add rice and toss over high heat. Mix in soy sauce, salt, pepper, scrambled eggs, and chicken. Stir continuously for even flavor distribution.']",['Nepali'],https://images.unsplash.com/photo-1504674900247-0877df9cc836?w=800&q=80,"['4 cups cooked rice', '1/2 cup chicken pieces', '2 eggs beaten', '1/2 cup mixed vegetables', '2 tablespoons oil', '2 cloves garlic minced', '2 tablespoons soy sauce', '1 teaspoon salt', '1/2 teaspoon black pepper']",20 minutes,Mix Fried Rice,5 servings,"Vegetarian, Main Course"
,"['Blend mint, coriander, green chillies, tamarind pulp, cumin powder, and black salt with chilled water to prepare spicy pani. Mix mashed potatoes and chickpeas for stuffing. Crack the top of each puri shell, fill with stuffing, and pour in the spicy water just before serving.']",['Nepali'],https://images.unsplash.com/photo-1490645935967-10de6ba17061?w=800&q=80,"['24 crispy puri shells', '2 potatoes boiled and mashed', '1/2 cup boiled chickpeas', '1 cup mint leaves', '1/2 cup coriander leaves', '2 green chillies', '1 teaspoon roasted cumin powder', '1 tablespoon tamarind pulp', '4 cups chilled water', '1 teaspoon black salt']",30 minutes,Panipuri with Spicy Water,6 servings,"Vegetarian, Main Course"
,"['Combine puffed rice, onion, tomato, and potato in a large bowl. Add tamarind chutney, green chutney, and chaat masala. Toss quickly to coat evenly. Top with sev and coriander leaves. Serve immediately to maintain crispness.']",['Nepali'],https://images.unsplash.com/photo-1540189549336-e6e99e49c67f?w=800&q=80,"['4 cups puffed rice', '1/2 cup sev', '1 onion finely chopped', '1 tomato chopped', '1 boiled potato diced', '2 tablespoons tamarind chutney', '1 tablespoon green chutney', '1 teaspoon chaat masala', '2 tablespoons coriander leaves chopped']",15 minutes,Bhel with Sev,4 servings,"Vegetarian, Main Course"
,"['Grind soaked urad dal into a fluffy batter. Deep fry small portions until golden brown. Soak fried bhallas briefly in warm water and squeeze gently. Arrange in a serving bowl and pour whisked yogurt over them. Sprinkle cumin powder, chilli powder, salt, and drizzle tamarind chutney before serving chilled.']",['Nepali'],https://images.unsplash.com/photo-1476224203421-74177f9f4a76?w=800&q=80,"['1 cup urad dal soaked overnight', '3 cups yogurt whisked', '1 teaspoon roasted cumin powder', '1 tablespoon tamarind chutney', '1 teaspoon red chilli powder', '1 teaspoon salt', 'oil for frying']",40 minutes,Dahi Bhalla,5 servings,"Vegetarian, Main Course"
,"['Mix mashed potatoes with cornflour, spices, chilli, and coriander leaves. Shape into flat patties. Heat oil on a skillet and shallow fry the tikkis until crisp and golden brown on both sides. Serve hot with chutney.']",['Nepali'],https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=800&q=80,"['4 potatoes boiled and mashed', '2 tablespoons cornflour', '1 green chilli chopped', '1 teaspoon cumin powder', '1 teaspoon garam masala', '1 teaspoon salt', '2 tablespoons coriander leaves chopped', '2 tablespoons oil']",20 minutes,Aloo Tikki,4 servings,"Vegetarian, Main Course"
,"['Arrange hot aloo tikkis on serving plates. Spoon yogurt generously over them. Drizzle tamarind and green chutneys. Sprinkle chaat masala, chilli powder, and sev. Serve immediately.']",['Nepali'],https://images.unsplash.com/photo-1482049016688-2d3e1b311543?w=800&q=80,"['8 aloo tikkis prepared', '1 cup yogurt whisked', '2 tablespoons tamarind chutney', '2 tablespoons green chutney', '1 teaspoon chaat masala', '1/2 teaspoon red chilli powder', '2 tablespoons sev']",25 minutes,Aloo Tikki Chaat,4 servings,"Vegetarian, Snack"
,"['Prepare potato filling by sautéing mustard seeds, chillies, turmeric, and mashed potatoes. Shape into balls, dip in gram flour batter, and deep fry until golden. Slice pav buns and spread garlic chutney inside. Place fried vada inside each bun and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=800&q=80,"['4 pav buns', '4 potatoes boiled and mashed', '1 teaspoon mustard seeds', '1 teaspoon turmeric powder', '2 green chillies chopped', '1 tablespoon garlic chutney', '1 cup gram flour batter', 'oil for frying', '1 teaspoon salt']",30 minutes,Vada Pav,4 servings,"Vegetarian, Main Course"
,"['Cook potatoes, cauliflower, and peas until soft then mash together. Heat butter in a pan and sauté onions and tomatoes until soft. Add pav bhaji masala and mashed vegetables. Cook while stirring until thick and flavorful. Toast pav buns with butter and serve alongside the bhaji.']",['Nepali'],https://images.unsplash.com/photo-1466637574441-749b8f19452f?w=800&q=80,"['3 potatoes boiled', '1 cup cauliflower florets', '1/2 cup peas', '2 tomatoes chopped', '1 onion chopped', '2 tablespoons butter', '2 tablespoons pav bhaji masala', '1 teaspoon salt', '5 pav buns']",30 minutes,Pav Bhaji,5 servings,"Vegetarian, Main Course"
,"['Combine boiled corn with onion, tomato, green chilli, and coriander leaves. Add chaat masala, lemon juice, and salt. Toss thoroughly and serve immediately as a fresh snack.']",['Nepali'],https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=800&q=80,"['2 cups boiled sweet corn kernels', '1 onion finely chopped', '1 tomato chopped', '1 green chilli chopped', '1 teaspoon chaat masala', '1 tablespoon lemon juice', '2 tablespoons coriander leaves chopped', '1/2 teaspoon salt']",10 minutes,Corn Chaat,4 servings,"Vegetarian, Snack"
,"['Place sprouts in a mixing bowl and add onion, tomato, cucumber, and green chilli. Season with cumin powder, lemon juice, and salt. Mix well and serve fresh.']",['Nepali'],https://images.unsplash.com/photo-1498837167922-ddd27525d352?w=800&q=80,"['2 cups mixed sprouts steamed lightly', '1 onion chopped', '1 tomato chopped', '1 cucumber diced', '1 teaspoon roasted cumin powder', '1 tablespoon lemon juice', '1 green chilli chopped', '1 teaspoon salt']",15 minutes,Sprout Chaat,4 servings,"Vegetarian, Snack"
,"['Combine boiled chickpeas with onion, tomato, green chilli, and coriander leaves. Add lemon juice, black salt, and chaat masala. Toss until evenly mixed and serve chilled or at room temperature.']",['Nepali'],https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=800&q=80,"['2 cups boiled black chickpeas', '1 onion finely chopped', '1 tomato chopped', '1 green chilli chopped', '1 teaspoon chaat masala', '1 tablespoon lemon juice', '2 tablespoons coriander leaves', '1/2 teaspoon black salt']",15 minutes,Chana Chaat,4 servings,"Vegetarian, Snack"
,"['Prepare the sesame sauce by blending roasted sesame seeds, roasted tomatoes, soaked red chillies, garlic, mustard oil, salt, and lemon juice into a smooth paste. Steam the momos until fully cooked and soft. Serve hot momos with the rich sesame dipping sauce on the side.']",['Nepali'],https://images.unsplash.com/photo-1563379091054-1e4dddd2fbdc?w=800&q=80,"['25 steamed vegetable momos', '1/2 cup roasted sesame seeds', '2 tomatoes roasted', '3 dry red chillies soaked', '2 cloves garlic', '1 tablespoon mustard oil', '1 teaspoon salt', '1 tablespoon lemon juice']",45 minutes,Momos with Sesame Sauce,5 servings,"Vegetarian, Street Food"
,"['Marinate chicken pieces with ginger-garlic paste, salt, pepper and egg for 20 minutes, then coat with mixed cornflour and plain flour. Deep fry the chicken in hot oil until golden and crispy, then drain on paper towels. In a separate pan heat 2 tablespoons oil, sauté minced garlic until fragrant, add honey, soy sauce and chili flakes and cook until the sauce thickens slightly. Toss the fried chicken pieces in this sauce until well coated. Garnish with sesame seeds and serve immediately.']",['Nepali'],https://images.unsplash.com/photo-1551248429-40975aa4de74?w=800&q=80,"['500g boneless chicken cut into bite-size pieces', '2 tbsp ginger-garlic paste', '1 tsp salt', '1/2 tsp black pepper', '1 egg', '4 tbsp cornflour', '4 tbsp plain flour', 'Oil for deep frying', '2 tbsp oil for sauce', '4 garlic cloves minced', '3 tbsp honey', '2 tbsp soy sauce', '1 tsp chili flakes', '1 tbsp sesame seeds']",40 minutes,Crispy Honey Chicken,4 servings,"Non-Vegetarian, Main Course"
,"['Parboil potato fingers for 3-4 minutes, drain and pat dry. Toss with cornflour and salt, then deep fry until golden and extra crispy. Heat oil in a wok, stir-fry garlic, green chilies, onion and capsicum on high heat for 1-2 minutes. Add tomato ketchup, soy sauce, chili powder and vinegar, mix well. Add the crispy potatoes and toss quickly to coat evenly. Garnish with chopped spring onions and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1603105037880-880cd4edfb0d?w=800&q=80,"['4 large potatoes cut into fingers', '2 tbsp cornflour', '1 tsp salt', 'Oil for deep frying', '1 large onion cubed', '1 capsicum cubed', '6-8 green chilies slit', '4 garlic cloves minced', '2 tbsp tomato ketchup', '1 tbsp soy sauce', '1 tsp chili powder', '1 tsp vinegar', 'Spring onions for garnish']",35 minutes,Crispy Chilli Potato,4 servings,"Vegetarian, Main Course"
,"['Heat butter in a pan, sauté onion and garlic until soft and fragrant. Add sliced mushrooms and cook on medium-high heat until all moisture evaporates and mushrooms turn golden. Season with salt, pepper and oregano. Cook for another 2 minutes. Spoon the creamy mushroom mixture generously over hot buttered toast. Garnish with fresh herbs and serve immediately as a delicious snack.']",['Nepali'],https://images.unsplash.com/photo-1542010589005-d1eaab3cbf88?w=800&q=80,"['300g button mushrooms sliced', '1 small onion finely chopped', '3 cloves garlic minced', '2 tbsp butter', '1/2 tsp black pepper', '1/2 tsp dried oregano', 'Salt to taste', '4 slices of bread toasted', 'Fresh parsley or cilantro']",20 minutes,Mushroom on Toast,4 servings,"Vegetarian, Main Course"
,"['Lightly butter the bread slices on one side. Mix grated cheese with onion, tomato, green chilies and black pepper. Spread this mixture evenly on the bread. Toast on a tawa or in a sandwich maker until the cheese melts and bread turns golden and crispy on both sides. Cut diagonally and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1548940740-a09f9a3d09ce?w=800&q=80,"['4 slices bread', '100g grated cheese (mozzarella or processed)', '1 small onion finely chopped', '1 tomato deseeded and chopped', '2 green chilies chopped', '1/2 tsp black pepper', 'Butter for spreading']",15 minutes,Cheese Toast,4 servings,"Vegetarian, Main Course"
,"['Mix mashed potato with onion, green chilies, cumin powder and salt. Spread the mixture on one slice of bread, cover with another slice to make a sandwich. Lightly butter the outer sides and toast on a hot tawa until both sides are golden and crisp. Cut into triangles and serve with tomato ketchup or achar.']",['Nepali'],https://images.unsplash.com/photo-1559058989-5d1e5e7f0bce?w=800&q=80,"['8 slices white bread', '2 boiled potatoes mashed', '1 onion chopped', '2 green chilies', '1/2 tsp cumin powder', 'Salt to taste', 'Butter or ghee', 'Tomato ketchup']",20 minutes,Sliced Bread Snacks,4 servings,"Vegetarian, Snack"
,"['Mix softened butter with chaat masala, chili powder and black salt. Spread generously on both sides of the bread slices. Toast on a tawa until crispy. Top with chopped onion, tomato and cilantro. Sprinkle extra chaat masala and serve immediately as a spicy flavorful snack.']",['Nepali'],https://images.unsplash.com/photo-1571167541620-70f394f0d8e0?w=800&q=80,"['4 slices bread', '2 tbsp butter', '1 tsp chaat masala', '1/2 tsp red chili powder', '1/4 tsp black salt', '1 small onion finely chopped', '1 tomato chopped', 'Fresh cilantro']",15 minutes,Masala Toast,4 servings,"Vegetarian, Main Course"
,"['Cook noodles according to package instructions and set aside. Heat oil in a pot, sauté garlic, ginger and onion. Add carrot and cabbage, stir-fry for 2 minutes. Pour in stock, add turmeric, salt and pepper and bring to boil. Crack eggs directly into the simmering soup and stir gently. Add cooked noodles and simmer for 3-4 minutes. Garnish with cilantro and serve hot.']",['Nepali'],https://images.unsplash.com/photo-1555939594-77e04cd3ad8e?w=800&q=80,"['200g egg noodles', '4 cups chicken or vegetable stock', '2 eggs', '1 carrot julienned', '1 cup cabbage shredded', '1 onion sliced', '4 cloves garlic minced', '1 inch ginger minced', '1 tsp turmeric', '2 tbsp oil', 'Salt and pepper', 'Fresh cilantro']",35 minutes,Thukpa with Egg,4 servings,"Egg, Soup"
,"['Mix minced meat with green onions, garlic, ginger and soy sauce to make filling. Place a small amount of filling in the center of each wonton wrapper, wet edges and fold into triangles or desired shape. Bring chicken broth to boil, season with salt and pepper. Gently drop wontons into the soup and cook for 5-6 minutes until they float. Add spinach or bok choy in the last 2 minutes. Serve hot in bowls.']",['Nepali'],https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=800&q=80,"['20-24 wonton wrappers', '200g minced chicken or pork', '2 green onions chopped', '2 cloves garlic minced', '1 tsp ginger minced', '1 tsp soy sauce', '5 cups chicken broth', '1 cup spinach or bok choy', 'Salt and pepper']",40 minutes,Wonton Soup,4 servings,"Non-Vegetarian, Soup"
,"['Bring broth to a boil with garlic, ginger and soy sauce. Add mixed vegetables and cook for 3 minutes. Gently add dumplings and simmer for 6-8 minutes until fully cooked and floating. Adjust seasoning. Ladle into bowls and garnish generously with chopped spring onions and cilantro before serving.']",['Nepali'],https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=800&q=80,"['20-24 ready or homemade dumplings/momos', '5 cups vegetable or chicken broth', '2 cloves garlic', '1 tsp ginger', '1 tbsp soy sauce', '1 cup mixed vegetables julienned', 'Spring onions and cilantro']",30 minutes,Dumpling Soup,4 servings,"Vegetarian, Soup"
